70765.765664	-89.834390	-500.284906
66644.598659	12484.844609	-153.499803
57751.523377	22498.549262	-157.908182
42456.877160	32803.034759	-509.854802
25576.620802	37463.760729	-801.277951
5014.419138	39517.964008	-264.381118
-15534.479936	39024.207292	10.238132
-35102.487681	34015.341804	-626.969892
-52086.094661	25951.616495	246.567562
-62820.223282	17340.041415	-100.889605
-67472.364480	5807.801580	-182.459476
66424.529453	457.800791	9503.819503
64539.346260	10701.381293	10479.933894
54788.689568	21013.361778	9458.956606
40933.369696	29590.105611	9315.489808
23446.182643	34912.441140	8868.910231
5133.205585	40001.682314	8956.456758
-15170.540716	37474.160530	9272.606691
-33149.264058	32529.027801	8478.520002
-49445.148147	26108.810971	7820.815043
-61281.271023	17192.333557	9165.984500
-66343.160832	5867.001472	8374.299825
57721.855741	641.654751	17214.876096
55621.806108	10092.655897	16357.894616
46835.218186	17585.780290	16061.882181
34622.389928	25328.378541	15956.873120
21255.862349	31511.692026	17136.045225
3543.152947	32792.066061	18307.451642
-13469.799971	32331.486354	17079.580834
-28781.455007	28885.944490	17282.626665
-42588.978042	21584.357605	17039.940526
-52115.958533	14242.352403	17100.341322
-56366.312133	4354.502908	18595.106764
44258.831942	-1031.916659	22952.919539
41571.782695	7623.195330	23388.584798
35540.408934	13448.638757	23028.210742
26212.274937	19124.968507	23999.641024
15988.198714	22237.137573	23678.439755
4697.120556	24380.038499	23270.723688
-9153.221161	24521.808494	24019.282254
-21809.745849	22563.236268	22795.814534
-32854.512974	16002.901765	23583.401763
-40196.720950	10868.266818	23640.116518
-43448.261483	3875.235524	24601.503156
22745.515483	730.774806	28338.211883
24524.322871	5165.269883	27984.315074
21805.119352	7409.987495	27021.950323
15844.572127	11396.744402	26931.536694
8962.261361	14370.749191	28374.614245
2741.279423	14839.575750	27471.044046
-6062.410835	15095.232796	27792.339081
-13211.004256	13363.166133	27352.580701
-18055.845298	11431.032576	28088.294806
-22927.971303	4360.560266	28120.688470
-25555.345658	1813.141776	29182.476532
5552.432691	-237.043470	31197.361489
4393.904580	-160.365066	30667.992631
5129.530273	1232.783439	30683.639368
2637.392633	3211.977386	29106.079192
1378.486619	2678.698896	30817.891026
-89.823210	3494.809823	29265.748920
-875.638673	3899.925305	28805.234307
-1586.238002	2239.252305	32141.226777
-3395.309642	1624.482849	30147.916717
-3936.152827	287.282518	29460.793925
-4023.322719	205.189644	29930.397724
